rainfall_intensity,impervious_ratio,drainage_density,urbanization_index,convergence_index,pluvial_binary
73.753871992657,0.8395224149026191,1.2367534043698973,0.8269161043299436,0.7960271624982304,1
120.51732227985981,0.7654703749825562,1.3946207135671003,0.843302563212063,0.7751316648238102,1
144.40837363242196,0.1915223724112029,2.6207493522884047,0.37926079888743325,0.9466807104250544,1
25.353371735147807,0.7294431388586261,3.4788979567996936,0.7435569642177232,0.7214944106854969,0
115.29124924883767,0.843463842322911,0.9826908168515345,0.9523092650650714,0.6530256280365325,1
16.936892488456994,0.7396561493914287,3.5289153388499477,0.8795502984793637,0.7026087440960004,0
40.659484106094176,0.7524397043240795,3.0395093369971424,0.9112666838541316,0.641208346487146,0
162.9249073419911,0.3347952830694319,2.660907230880519,0.3482051158415541,0.8750628232103301,1
101.58366033748405,0.6226382598024868,2.9736507926163886,0.6200118172828285,0.6434717745828493,1
55.86591096965582,0.8746072665498472,1.8438351547919207,0.8087825284953406,0.5905244041836668,1
157.31910546541837,0.4842965105803387,2.798207281449283,0.5757391377866635,0.5701047664281695,1
88.79428537322072,0.7845072432576226,1.7189059189511868,0.7798580975030523,0.8557814180820796,1
135.91184884926238,0.6040877354772497,2.496139295666649,0.5691010329030906,0.7120158684956708,1
114.69973529581544,0.863995352155364,2.2948244446797768,0.9134540550574941,0.7790947364339486,1
98.67349453220193,0.7962463536896653,1.8861589938364682,0.7484535602762641,0.8072006278300473,1
35.21299050068162,0.7370370976853361,3.410789727493439,0.7600601908404276,0.543318668219766,0
43.012872165817164,0.7866548207441286,3.465513160797019,0.762723921754236,0.40767837137902474,0
121.24770697542299,0.3507108964594257,4.322715984984581,0.11439857656197538,0.26411557217010406,0
85.07447127600892,0.3066233291324014,4.515501617554179,0.13102766114321834,0.4816099451850481,0
173.83331699707725,0.28476430512566264,1.5048711769750676,0.29556047617887615,0.9226794046401804,1
43.568160909526966,0.1365888194218075,4.009870632927124,0.1969470099352568,0.28943443664893675,0
167.434176278242,0.2930639091081433,2.4606760610182494,0.4571461271584,0.8597434110297303,1
11.717751103616504,0.908189003674092,3.1037507106490967,0.8658058336960385,0.602250038824544,0
177.00271475159838,0.32877911801014303,3.1365601471051217,0.2977639875334335,0.808536949118597,1
90.04073275513636,0.45509146099808423,3.7852054755100095,0.5604071843607759,0.6594166835615132,1
100.45908774275098,0.4492382941252847,3.113492558701151,0.5005061508648926,0.48131197652118723,1
65.49516145902311,0.2926660024491478,4.060804180161767,0.28504042068149815,0.3517972579368308,0
75.29307142837473,0.9043472194302522,1.663442923080707,0.8202513694177067,0.7424128549314977,1
84.72787469189971,0.7721078292473713,1.5002111835426388,0.9460425326779098,0.8133661024774059,1
64.94716143152819,0.25139431623664815,3.7076086012778964,0.04155385954491739,0.39497126074965083,0
24.269937550477575,0.7505459966319865,3.542597592116037,0.7597022130536437,0.6095350274332778,0
90.84632524732149,0.7020561410968508,1.797072967343889,1.001783095581849,0.9349362141386381,1
95.1382498591249,0.751890588483903,2.309723849314741,1.0325321469231075,0.8784095793948117,1
60.859473293094425,0.6419626746916903,1.7674966622370052,0.8880134197196305,0.853630289207248,1
34.392310279475566,0.8130667744542032,3.918184096192901,0.8402036997163346,0.6994868693787938,0
80.03309006638077,0.8918909879542972,1.6556636782671714,0.9565071249590722,0.6515465949518032,1
126.70920766705473,0.7322914676007302,1.685273918107034,0.7992571321848477,0.696069498553673,1
40.58716666684235,0.16038409588470565,3.8876780193684026,0.058641448835508786,0.27519281956783326,0
115.12483088823772,0.5484919759806776,2.679872742973811,0.5157981556002097,0.49350484733447797,1
66.12054893251334,0.1549292263407943,4.384079072492017,0.23341145850447964,0.26669917441605595,0
121.33149137170389,0.8008282095874705,1.7663697008217847,0.8210829786644811,0.7090691525904279,1
23.511086420741012,0.8450283584365705,3.0971220049892088,0.7463188123470037,0.37515034655003443,0
60.45925640558507,0.856093819384872,0.912989893699024,0.8285887127280965,0.7504229858994151,1
54.74206412080577,0.730064058398868,4.042322135772601,0.9050778529060189,0.6508012291054599,0
113.2513437072617,0.5342215155480489,3.0895988129607614,0.534670957614321,0.4763934781459351,1
0.0,0.7036869080826896,2.9031591931418546,0.7496612989290065,0.6865674651167369,0
88.33366980581546,0.048123410999002414,4.359911967046741,0.012530525581131824,0.5163042259596118,0
73.92226768926714,0.22770749328965526,4.212339797102776,0.2435933601400726,0.3221205020228447,0
81.74108379194323,0.2707676517359163,4.236508759267029,0.12879080510004154,0.3351570598935814,0
75.55904130649448,0.7794098770061324,1.822849038654924,0.6509338117269609,0.8362223511886977,1
44.13414556167176,0.25830633880261583,3.6715163072575487,0.2102429493663599,0.283851211471848,0
64.81541529031053,0.5844833285166844,2.469009299495268,0.5556764492729536,0.6036290062565469,1
118.14767337327129,0.5877938149938166,2.176495098744743,0.6013775666184448,0.6528849153609595,1
35.650939082666746,0.7277876512009744,3.6367015682854156,0.7162462599914475,0.6002925966679438,0
34.214081833324634,0.28538690079809576,4.669536808146681,0.23498448548625878,0.3346214834853808,0
137.1902999152447,0.38177823137973466,3.2368221645755204,0.5395219766947991,0.5829958787840435,1
28.251415467814677,0.6650176736287066,2.9963740354207227,0.8218928095370002,0.525883733136517,0
53.86317184050296,0.7850218142794496,3.226005128342501,0.8962862443626769,0.5728269960130291,0
0.0,0.7923199470612914,4.281223878215958,0.8955371586411194,0.6684714854049892,0
73.42452189283912,0.27280277936794894,3.992130208718546,0.21373172399195295,0.38191208418685413,0
43.214459774274516,0.2619008586668557,4.6609002607490995,0.2531839563292813,0.3723599454445905,0
229.01226985283353,0.3501230690669554,2.5777333853352933,0.36154611773808293,0.7646067091539943,1
142.01679958746837,0.3931338523879583,2.420551239516413,0.5270139588746914,0.4599188258988637,1
76.88936239733914,0.5534666583684928,2.5066299332731043,0.46342192043435576,0.7020600901763212,1
67.93381837838872,0.7804674691767481,1.3583837156235905,0.8533060505816494,0.7389187439720912,1
84.62823750909857,0.19327768781480223,4.192127698268693,0.2705348184713183,0.5612089327252908,0
