sea_surface_temperature,ocean_heat_content,mid_level_humidity,vertical_wind_shear,potential_vorticity,hurricane_binary
27.76154208294754,84.03675310908079,76.45271124171289,14.314586755626244,1.254524518225467,1
30.386962864466327,124.52467534470745,72.69568900862339,4.0039770662032215,1.7326963462049834,1
27.91047891821456,92.15031942943456,71.36187399405746,6.976113295259086,1.1492048747180077,1
26.303045575993895,80.73621943907571,31.898844468455284,17.17248012031063,0.40884297649366635,0
27.030059887468692,72.08853542534332,28.186742211855574,14.703961879696845,0.3236391245556578,0
26.06545773771984,67.1001864556336,49.71733424106322,16.476917614830867,0.27386001899956225,0
25.253641223861585,52.55784252326365,35.09065902694187,27.452432242236007,0.13196377047278662,0
28.978531113758272,117.9994190194205,82.00837434023835,3.6675623191627373,1.491303674161287,1
29.736896221651662,119.19076482987768,72.76829655734554,2.284761874131816,1.1245979247726,1
26.75699493729225,41.75777560632547,28.611836862527774,18.18537680297245,0.5311274863263936,0
26.54305282073265,60.67628756818013,59.35022223450771,13.951050989339578,0.30133957914870135,0
26.39941631439552,72.4347507713677,37.69173679454563,21.69698581564399,0.9110874995118134,0
28.06941029594017,74.29524954632029,70.36549736580986,9.995456491155862,1.081807674439687,1
27.486272270988007,65.93025633626628,29.84813938196401,18.446426285038772,0.8183455249364906,0
27.225627375367473,65.15982876377915,44.21984666422184,12.421010878350604,0.7152846421969029,0
28.500447993871756,94.37372674179669,68.05693736474014,10.24337375025551,1.5391715013421128,1
27.819547688397254,114.4125584526534,51.527967857630685,7.3061740430793085,1.139480384092117,1
30.362944666745037,129.76440584515484,76.12786159689648,3.323030857863245,1.2025960886987428,1
28.58559606981561,126.74492433347538,88.03333091920756,3.089307024202255,1.8327955255298878,1
29.12442049125204,95.97394728200307,81.49117243593274,0.0,2.370922145715687,1
27.48749084392815,98.17992099257337,63.13538246359342,6.260979119137378,1.0749690298421237,1
29.593861906647025,105.46771950672725,83.36070779267803,3.033915536523825,1.880661162051702,1
26.587849074808332,39.96212184536364,36.06533191490165,21.026358260328973,0.6059444719740641,0
29.78772463851009,101.54641992824503,68.37440722793077,5.180515817520304,0.4078818080416994,1
29.931128034947726,129.38928999058285,106.40990165149061,0.9041342737166955,1.7323509257428735,1
28.518000310596353,80.07131294621301,68.70978446045692,5.115237856854477,1.4086380641410028,1
30.157648127995593,109.72695460490068,67.03347684167817,1.0739019181652503,1.424214703205607,1
26.217353640142,80.58170093824101,41.504586855934186,18.093190279196794,1.1487494991140206,0
31.027533312376104,114.89187130147664,71.60610933281565,1.6634888715386955,1.674932621707057,1
26.966930236152663,58.29075106192546,38.05271757945674,16.118854155906778,0.0,0
27.35333005134885,73.32719329585188,36.327746614568795,10.82676430414812,0.501170386671775,0
29.92066771974749,97.81165142894616,67.23319675881265,14.140589188020838,1.1699693869767855,1
29.516803073306207,108.78252491616716,58.19978793878701,3.724465706995135,2.0077434982551554,1
30.15028969507117,120.24062525811462,79.97655992244839,5.288022468405203,1.493254384798179,1
29.440443267387067,114.74698232879953,64.42033634605144,4.118341144722218,1.4705860117496603,1
26.83253470292576,85.659666456764,70.15251938365778,10.118067264982587,0.7727902496435288,1
29.45390496237313,103.82746813453076,78.3951515028881,7.552769935588518,1.0506234784181534,1
27.94352296820272,89.09943326471942,53.46715050288333,11.546510387938564,0.031117046211460275,1
29.32122977173932,117.42095372009307,83.77175387048707,5.393109590639723,2.025936943440049,1
26.72258273858663,87.75490849240049,43.48437055193891,15.945038462568757,1.1451473482828511,0
28.65383125683528,135.7970933765432,73.60516593677731,6.2325571309451036,2.0478955138811474,1
30.65301863125289,121.96631486645651,69.4258254525634,0.0,1.3284306034806699,1
29.125839038950488,104.95820168992329,71.36361825005244,1.4314904780147497,1.5386148417100771,1
26.418606476094386,84.43670319166239,46.265279102216084,20.301922087807462,0.06995878075329776,0
28.60182238275016,104.75911602065408,61.651205928974434,5.655657915466462,0.666787883942904,1
25.107663997175834,55.847253470359405,30.865859459629682,21.908541466052107,0.030236572708000786,0
28.459425598067575,75.89034064407795,56.155652595145796,6.118749238772313,0.7829508678515268,1
29.00976904761249,112.65362349399628,80.32333458953423,2.259951002038946,1.604946631618015,1
26.630986359601355,57.12394716346939,36.801386125707786,16.56009556155382,0.5838744254297953,0
