seismic_moment_rate,surface_displacement_rate,coulomb_stress_change,average_focal_depth,fault_slip_rate,quake_binary
0.0,0.7101928262758026,120.9410980586605,7.433729105184007,0.13081221020305778,0
0.0,5.650246311887801,0.0,0.7703494109570883,4.53742778915314,0
9208126162206042.0,18.416812072169087,411.0461102451841,3.6920052990861887,6.5696793907109,1
4900149566634850.0,18.162065994840518,485.45132808650334,5.747521126203321,6.260302123971169,1
2.5677828200902996e+16,55.5623000940066,486.23143295751834,33.361532343159936,13.467095627011732,1
1.230749495401192e+16,16.649553981372257,259.51256009908167,10.562139887919033,7.824047341976612,1
1698268447826754.0,0.0,0.0,16.87704629483877,0.0,0
1.5402878828830984e+16,51.486674572021116,558.2633186394916,36.34540550574942,11.080470768339048,1
1.7467686471018834e+16,30.13414330299347,535.9661570324369,16.738858415023536,11.767966320939335,1
0.0,13.515910458931973,0.0,8.837204621488919,0.0,0
9113558964159654.0,20.9600926799705,290.6784266675429,22.11885561428396,5.153294158623876,0
1.4245032112888486e+16,50.438114719791095,657.2057441714144,23.325415636067344,12.169010291385725,1
1.967124869463506e+16,57.18185725707934,683.4751326324882,25.592145571694005,11.894989862922696,1
1.9932513876310332e+16,49.117179516487454,597.6447849125761,28.112240102312228,13.17571177627547,1
2.0105019208163796e+16,48.78252491616716,389.9973492348376,29.26524188532036,13.038717491275776,1
8333914730245020.0,24.92037765086362,526.7574912482157,19.983707926801245,9.480644072984942,1
1.5058258538426228e+16,39.27676771009929,506.18572072457255,33.2910872686962,10.587494703347998,1
1143877820404993.0,8.537706308913895,128.31598877770108,3.006405839886801,3.658298070119084,0
2.7206366445330576e+16,61.966314866456514,530.3228181570425,18.8782245987723,9.642153017403349,1
3068081287858402.5,0.0,85.16623549740589,9.488977337349226,3.0022585521291525,0
2.594196636724042e+16,45.498107351485885,655.4057771115907,38.43113241836706,11.002732208423097,1
0.0,4.268926979910615,56.57886486489625,14.844109208993322,2.0932747331319317,0
2.5863645096296824e+16,45.792382063189464,562.3699275075004,22.47181839466897,10.963861961049886,1
6957487179864786.0,29.83736043903564,297.5836891623818,12.557526771851482,0.0,0
0.0,0.0,0.0,9.369692799357601,3.306957963903481,0
1.9722261505516908e+16,39.32467085745727,584.0954789599949,24.488915659396756,13.675661070458961,1
1.6257567317217232e+16,81.93107567844861,681.4151762118266,25.36700712291403,13.008575706768545,1
2.6230425962488144e+16,38.94295331514064,473.0669503453301,28.942907288787623,15.030889616704496,1
1.409069967104919e+16,46.11145215204463,461.7758175821461,14.787054398042711,11.557365491451579,1
1.3731451324668008e+16,19.72419058644241,352.67445481931406,41.790729842819516,11.486019388100154,1
1.7801344708629126e+16,42.37275221433786,482.19591326236196,29.51139462918099,15.533023600655268,1
0.0,6.8456173411273795,262.8102969833705,23.223672018062384,1.5938725968304555,0
3.3600845832948096e+16,68.26009713546937,775.8620484195134,29.311442457672854,7.559157982129748,1
1.2066276196349942e+16,41.97182620792853,491.0034823932849,22.410807642326713,9.985657578037346,1
1.2686853617035546e+16,28.30903239862287,490.29652424646105,20.558998753571103,7.588835297952489,1
340342458539538.5,0.0,391.7287968605754,26.078968750352352,3.249479243160514,0
6357579677905193.0,0.0,160.1737861786209,16.643985071887617,1.016911172386191,0
2.286291390678079e+16,54.87872284871074,559.5602576816038,40.48153526464718,10.701270360772238,1
2.4448153978117184e+16,29.961376355932465,547.5551863737348,14.403506257965063,11.347975008366301,1
2.1886059375322604e+16,61.143216946688725,541.0728348210694,36.11088281306738,11.538827202952774,1
2.2116324605328304e+16,37.824497640556004,548.6775489047665,33.0149633083287,13.888035300000883,1
2.118102489129798e+16,21.873394392007217,504.3986187997647,25.265785908135676,7.643126574138648,1
1.0026141410341524e+16,31.833965570969262,665.7850151290666,15.104373932457237,8.279995049755396,1
2.3955159735215236e+16,50.56649924897107,617.5211418908513,37.96465211201624,15.327465664286947,1
8155760588808705.0,1.8391703887702664,105.74085568511856,4.573322965316053,2.385979283545859,0
1.0337310020806754e+16,2.6627594214827455,69.18895450216473,13.35240587802768,1.585367807983511,0
2.938085419607943e+16,46.329721609166775,470.38833357501056,25.61439761466582,12.427617587882127,1
74511752893906.5,0.0,83.50543519121715,9.105223167309497,0.0,0
0.0,21.829145636202558,267.85496546210516,10.645804536603695,2.427446115114229,0
1.0310232955775538e+16,50.58628017070086,401.0647634097423,29.518913057247673,12.777600207239153,1
3460071402834493.0,4.845283592732605,0.0,14.590136879215207,0.0,0
1.4386389892188508e+16,44.759116020654076,433.1400741121805,34.41508777457723,6.33393941971452,1
1.8882686073370744e+16,57.42095372009307,709.6469233810884,33.714958908372594,13.129684717200245,1
2.2694550218423292e+16,69.38928999058285,992.6237706436327,21.74435806324452,11.661754628714368,1
5012581048676607.0,41.16012056830995,191.85440122221206,15.352517079303501,1.4873317190694881,0
6196545993717327.0,23.970560997385405,321.4416562635549,12.092750874602972,5.570610905226325,1
1.7205390763642058e+16,38.19187184691155,599.7596159081146,18.897051596353585,7.583438447543496,1
2.0176317759858644e+16,48.81931473008921,648.387665118804,32.23414270573221,10.441961156960028,1
1.4711445355220498e+16,75.79709337654319,582.5645742097164,35.953485682520274,13.239477569405738,1
0.0,1.5489590318080992,59.11248672533769,0.0,0.08772859408292155,0
1.6886502400897032e+16,62.62584103427182,661.2468794013603,36.796895908129706,10.572830660185648,1
1.7526945058660684e+16,38.99004759243852,347.0594896674918,20.60356483312331,11.562017909214303,1
774385548379741.8,18.530691601664074,21.537449574632113,0.0,1.3968403844177901,0
1.877128467957028e+16,51.598563919974005,671.4609790636619,30.201686940320656,13.511331677488629,1
1.836168926701116e+16,58.38490774451642,744.3632003468814,38.4589464430258,11.751957225220005,1
1.284612448940976e+16,54.663583744463345,613.1065186215849,30.113194119726067,8.753234940117514,1
0.0,1.145067590876418,185.2039365974326,4.751222111954869,1.1391446023985683,0
1.6230177055666618e+16,61.17398815902461,472.9938911287968,11.437475214156613,12.893963434019703,1
9439068493607208.0,20.527822207420417,446.9189480477728,40.12672336031332,10.717482776216606,1
2.1532770338672504e+16,28.236602842364547,566.0910104541463,27.298372581992698,12.359076535215475,1
1.7688623556474788e+16,46.9203847036096,727.8865813313394,32.78876095888784,13.940632403576563,1
0.0,12.31898069234381,332.4220426395203,7.261561252406809,0.0,0
2.43480296005283e+16,42.91593233089537,558.6394466578356,22.11568319423256,13.068729797272766,1
0.0,8.630042848060768,137.7547553451421,17.511755749638336,5.1782946032729145,0
1.524795913830793e+16,30.88826604446684,508.72203451752796,33.80975664582167,8.218029116093138,1
6449524795454151.0,19.465632912513676,321.03316443348933,15.108346538140793,4.782915933911884,0
1.977206991822251e+16,48.96745239850953,667.8931290059278,33.284400682620934,11.9642100459833,1
1.3998730865936122e+16,11.86140504393125,458.75412749657306,14.497277815258192,11.576997894702039,1
2.0480603884704916e+16,42.075800790000386,622.2289855800855,22.965737740704096,11.572249664890721,1
4536156869021384.0,12.642132033388553,349.28105700606415,0.0,1.3965338920827284,0
2.1806978027542068e+16,60.91310120594269,707.2978047766012,38.23565985278686,18.153720740361006,1
1.9554399802436056e+16,54.52371796249734,483.2220448732065,32.397181502698785,13.308862054211243,1
8327123617987902.0,14.046943023060177,154.1601636787206,15.984149388214044,1.3568286142122419,0
8932077952588044.0,23.160878221089337,96.74667237905894,0.0,0.4400141365930492,0
2.5804133936892596e+16,53.19651825918977,613.1927966771957,43.32281534098825,10.60456219220351,1
2.017958104716017e+16,33.0799872973858,602.4638731215175,28.440713249374017,9.83571390885427,1
1.8506278197216844e+16,19.465438663367348,601.5065605591639,25.714885908769915,10.664692742944007,1
4000168936561640.0,36.45354952270745,57.5028828184588,3.448568620062183,0.0,0
8210952884915087.0,12.588373313651708,169.17840718391702,0.31195773314535025,2.8122324037205413,0
0.0,1.9093376326173983,61.758862988720225,9.904021242978208,0.0,0
2.938397906279033e+16,34.158640569945106,466.45184309001087,24.989477790535943,12.012546312368837,1
1.7534995326705836e+16,75.58199285668252,575.5919526325798,34.66057055047044,10.58845303380927,1
2.6006069610819724e+16,47.53937511870051,722.3083067095325,26.53780893129289,11.619518311173568,1
1.3250149598243556e+16,42.67843694668112,553.6227445165127,42.420433509446184,8.1207809658043,1
7785812928506353.0,19.4599591431264,288.331651203659,15.426035180134907,8.583495701465262,1
2.306386952531285e+16,56.06723059136183,632.2974503617668,41.255477967134006,11.647732992898044,1
1324284306109037.5,28.656746511673695,179.68314710153211,15.32418353853608,0.7098661877455813,0
1.9221613823039604e+16,56.77875319530908,677.7407352764511,39.02224200507119,12.750911715254505,1
5312717423075852.0,14.280906109910811,0.0,11.261076467527552,3.0727784376951526,0
