rainfall_intensity,slope,drainage_density,soil_saturation,convergence_index,flash_binary
141.125983176141,28.725498311014768,2.087314830469077,0.651219134346492,0.7569690680045358,1
197.38287716707305,24.807804908070352,1.2290043143042264,0.7031076857583917,0.8294971455708822,1
86.58603755440484,9.085262066565306,4.469094483747643,0.44995589082492027,0.41183502011234363,0
145.15067697999797,23.01165720925911,1.485868709475457,0.9522250636017778,0.8226684248494598,1
170.15234840582238,18.468895948868063,1.9157511738189665,1.0386349397262844,0.9053891552295884,1
145.54785184161807,17.103198238453672,3.48509855664174,0.7750878996511281,0.5503471583381441,1
184.36949952846234,18.070849992850132,2.0809107963197166,0.8372686554048697,0.6647491310559278,1
94.04041813575454,3.1777928770319535,3.7633028603658047,0.39398455005948724,0.38754515203135764,0
99.20426501047314,3.2264622322973047,3.6251132772784667,0.6592225073648775,0.5996462615412983,0
83.54317746589308,4.021574083777147,4.126381267129035,0.5652080237354908,0.5794641203573658,0
108.99059273949793,7.2766682495855,2.7183008163487123,0.7707591821974619,1.010073301514559,1
147.19780976294257,19.28714187438062,0.372045368916573,0.7432140574634545,0.8839349114231603,1
165.3456627399874,21.114707005937298,3.2781615553951573,0.7904849487943221,0.6357714307554853,1
104.68896144686495,17.707048736308657,1.4879027119631951,0.6146176912495622,1.0158143036002563,1
146.14820080394082,19.27159099954611,1.4045728737599692,0.8689692294615097,0.7346320859362582,1
130.73847420612924,18.70636382384728,0.8113851661105996,0.9913473732017407,0.9040061819902576,1
120.90409858498225,9.016060802891698,2.0504566329501177,0.7480608593347347,0.8424263351558388,1
63.14911107707198,1.4964665943101503,5.092716949443906,0.468871274455477,0.2674842844802238,0
123.18161465975541,12.996337416659433,2.85869589511136,0.8159835351908098,0.6267400761564514,1
133.9887402667406,22.656250064253676,2.092400709953461,0.8054253939303219,0.6457196781757101,1
96.45840913414187,5.617317436973406,4.211453748630588,0.43917608519354606,0.5353393797458956,0
162.23275948082414,27.736830505569728,2.1045082139021534,0.8960980480622456,0.800855608082435,1
125.27749728965503,15.21625894580377,2.556185889177746,0.8200094059128394,0.6236171769599368,1
150.50973077034828,23.766024985095093,1.2842221965285225,0.8006641300418049,0.5949642542715801,1
